,type,date,review,rating,geo,geo_2,coordinate,lon,lat,year
19645,indeed,2021-04-02,Ambiance sympathique Tout le monde était très sympa ! Les horaires sont cools et le travail très facile. Un peu redondant mais le salaire est plus que plaisant.,5.0,Angers (49),angers,"[-0.56191, 47.466735]",-0.56191,47.466735,2021
19646,indeed,2021-03-22,"environnement de travail respectueux gros respect du bien être de l'employé, et les avantages sociaux non negligeable.",5.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2021
19647,indeed,2021-03-12,"Environnement agreable Environment agréable  en intérim  , par contre certains collaborateurs et manager carole se livrent a du harcèlement morale.",3.0,Narbonne (11),narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2021
19649,indeed,2021-03-01,"Entreprise Agreable Manager au top, travail intéressant, on en apprend tout les jours",5.0,Le Mans (72),lemans,"[-2.911163, 48.525144]",-2.911163,48.525144,2021
19650,indeed,2021-02-18,"Travaille trés agréable Très bonne entreprise, aimable, serviable, au niveau du travaille, faire très attention à la sécurité, ne te mette pas la pression si le travaille demander a bien était effectuer.",5.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2021
19651,indeed,2021-02-09,Superbe expérience Une superbe expérience de 18 mois en intérim.,5.0,Valenciennes (59),valenciennes,"[3.510438, 50.358552]",3.510438,50.358552,2021
19652,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19653,indeed,2021-02-03,"Vive la france Cest triste de voir ça,  ce qui faut pas faire pour gagner ça vie mdr",1.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2021
19654,indeed,2021-01-27,Contente de mon expérience C'est une très bonne société qui forme bien les nouveaux arrivants. Je suis très contente de ma mission passée au sein de cette société.,5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2021
19655,indeed,2021-01-04,"Tout ca... pour ca. J'ai passé tous les entretiens ( téléphonique,physique, avec les RH).",1.0,Gap (05),gap,"[6.077989, 44.544606]",6.077989,44.544606,2021
19657,indeed,2020-12-20,Environnement de travail agréable Expérience agréable au sein d'une bonne équipe,5.0,Montgeron (91),montgeron,"[2.455399, 48.704816]",2.455399,48.704816,2020
19658,indeed,2020-12-19,Environnement de travail agréable Cdd intérimaire mais pas de possibilité de CDI.,5.0,Avignon (84),avignon,"[-1.759717, 48.390709]",-1.759717,48.390709,2020
19659,indeed,2020-11-28,Environnement de travail agréable L’environnement de travail y est agréable et les Assistantes sont très coopératives,5.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2020
19660,indeed,2020-11-24,Entreprise où il fait bon travailler Superbe expérience chez Enedis.,5.0,Pau (64),pau,"[-0.343106, 43.313159]",-0.343106,43.313159,2020
19661,indeed,2020-10-07,Super agréable Une bonne expérience,5.0,Pau (64),pau,"[-0.343106, 43.313159]",-0.343106,43.313159,2020
19665,indeed,2020-09-21,"ENvironnement de travail ok, mais salaire et carrière très en dessous de la moyenne Environnement de travail ok, mais salaire et carrière très en dessous de la moyenne.",3.0,Dijon (21),dijon,"[5.034852, 47.331938]",5.034852,47.331938,2020
19666,indeed,2020-09-18,Ravi Une très belle expérience et une équipe formidable,5.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2020
19668,indeed,2020-08-25,"Bonne entreprise Entreprise agréable, responsables d’équipe à l’écoute",4.0,Caudan (56),caudan,"[-2.918721, 48.082717]",-2.918721,48.082717,2020
19669,indeed,2020-07-29,"Alternance chez enedis Très mauvaise expérience, tuteurs n'aident pas du tout, coups bas entre collègues",1.0,Drap (06),drap,"[7.333517, 43.758587]",7.333517,43.758587,2020
19671,indeed,2020-07-12,"Stage - plutôt pas mal Plutôt pas mal, un travail correct mais journée assez longue",4.0,Toulon (83),toulon,"[5.933457, 43.136385]",5.933457,43.136385,2020
19673,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19674,indeed,2020-07-07,Facilité d’adaptation Même si on ne connais pas la norme NFC 14-100 il est facile de s’adapter et de vite intégrer le métier,4.0,Marseille (13),marseille,"[5.405, 43.282]",5.405,43.282,2020
19676,indeed,2020-06-27,"Environnement agréable Travail en équipe, bonne ambiance et bonne collaboration entre collègues.",4.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2020
19678,indeed,2020-06-23,"Alternance Alternance enrichissante, très bonne intégration et développement des compétences",4.0,Pau (64),pau,"[-0.343106, 43.313159]",-0.343106,43.313159,2020
19680,indeed,2020-06-14,"Ambiance nulle Mauvaise ambiance,  jalousie.  Hypocrisie.",1.0,Tarbes (65),tarbes,"[0.065776, 43.239085]",0.065776,43.239085,2020
19681,indeed,2020-06-14,Environnement agréable Bonne ambiance général.,5.0,Roanne (42),roanne,"[4.072015, 46.043412]",4.072015,46.043412,2020
19682,indeed,2020-06-12,"Environnement de travail agreable Bon management, bon esprit d’équipe , salaire et avantage motivant",4.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2020
19684,indeed,2020-06-09,travail intéressant avec une bonne équipe professionnel et une bonne entente Travail intéressant au sein d'une très bonne équipe sur place. Pas de stress; autonomie totale; entente professionnelle avec l'équipe,5.0,Laval (53),laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2020
19685,indeed,2020-06-08,Très bonne expérience Travail très intéressant et enrichissant.,4.0,Montbéliard (25),montbliard,"[6.79471, 47.509571]",6.79471,47.509571,2020
19686,indeed,2020-06-05,Entreprise agréable Entreprise spécialisée dans l'installation de compteurs,5.0,Orvault (44),orvault,"[-1.86835, 47.625765]",-1.86835,47.625765,2020
19687,indeed,2020-06-03,"Environnement de travail agréable Postes à évolution si on souhaite être muté à d'autres régions de France, formations et événements culturels à disposition des salariés avec des challenges. Organisations régulières d'événements interne afin d'informer les salariés sur différents sujets. Entreprise agréable et à l'écoute pour ma part je m'y sens bien.",4.0,Laval,laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2020
19688,indeed,2020-06-01,Excellente expérience L’unique entreprise dans laquelle j’ai pris plaisir à collaborer,4.0,La Madeleine (59),lamadeleine,"[6.913674, 47.760852]",6.913674,47.760852,2020
19689,indeed,2020-06-01,"Ambigu Habilitation moyenne, parce que sans tes Habilitations tu ne pourras rien faire,",4.0,Laval (53),laval,"[-0.772562, 48.061435]",-0.772562,48.061435,2020
19691,indeed,2020-05-25,Collaborateur accueillants J'ai très bien été accueillie au sein de l'équipe et je me suis intégrée rapidement.,3.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2020
19692,indeed,2020-05-21,"Environnement Agréable, journée bien remplie avec plusieurs activités",5.0,Bernay,bernay,"[0.597084, 49.089442]",0.597084,49.089442,2020
19693,indeed,2020-05-17,"La perfection Enedis est une entreprise qui sait très bien prendre soin de ses alternants, l’encadrement est de qualité et toute l’équipe est à ton écoute.",5.0,Montgeron (91),montgeron,"[2.455399, 48.704816]",2.455399,48.704816,2020
19694,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19695,indeed,2020-05-13,"stressant se déplacer chez les clients par rdv pour effectuer  des divers opérations des réglages de disjoncteur  ,des relevées des compteurs  ,rétablissement et coupure d électricité et détection des anomalies",3.0,Paris 15e (75),parise,"[1.291913, 43.176055]",1.291913,43.176055,2020
19696,indeed,2020-05-13,Les opportunités de développement Les opportunités de développement chez ENEDIS sont très vaste.,5.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2020
19697,indeed,2020-05-03,Environnement de travail agréable Très vite intégrée et de multiples formations dès mon arrivée.,5.0,Annemasse (74),annemasse,"[6.243413, 46.189665]",6.243413,46.189665,2020
19699,indeed,2020-05-01,"Environnement de travail agréable L'ambiance est sereine, tout en étant très professionnel",5.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2020
19701,indeed,2020-04-19,Ambiance délétère Ambiance sur le plateau très spéciale. Mentalité de groupe fermée et délétère où le peu d'employés statutaires impose sa loi. Équipe managériale divisée donc inefficace voire absente.,1.0,Caudan (56),caudan,"[-2.918721, 48.082717]",-2.918721,48.082717,2020
19702,indeed,2020-04-16,Environnement de travail agréable Entreprise qui offrant beaucoup de possibilité en évolution de carrière ainsi qu'en localisation géographique.,4.0,Quimper (29),quimper,"[-4.093145, 47.998749]",-4.093145,47.998749,2020
19705,indeed,2020-03-27,Excellent Très bonne expérience. J’ai occupée le poste d’operatrice de saisie DT-DICT (demande d’intention de commencement de travaux).,4.0,Nîmes (30),nmes,"[4.936431, 45.691355]",4.936431,45.691355,2020
19706,indeed,2020-03-24,"Cadre de travail et support très encourageants Le cadre de travail est très sympathique, l'équipe est encourageante et ouverte.",5.0,Bordeaux (33),bordeaux,"[-0.587877, 44.851895]",-0.587877,44.851895,2020
19710,indeed,2020-03-09,Dommage Harcèlement moral quand une personne se décide à l acharnement,2.0,Dijon (21),dijon,"[5.034852, 47.331938]",5.034852,47.331938,2020
19711,indeed,2020-03-05,Interessant Travaux interessants,3.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2020
19712,indeed,2020-03-05,Entreprise de service public maintenance exploitation et modernisation du réseau électrique Grande entreprise permettant une mobilité fonctionnelle et géographique.,3.0,Thionville (57),thionville,"[6.150553, 49.370617]",6.150553,49.370617,2020
19713,indeed,2020-03-04,"Une entreprise épanouissante J'ai intégré Enedis en tant qu'alternante chargée de communication. Ce fût une expérience riche, intéressante et motivante. Tous les employés travaillent ensemble pour atteindre les objectifs communs. L'ambiance de travail est agréable et l'entreprise met tout en œuvre pour que les salariés se sentent bien au travail. C'est une entreprise conviviale, soucieuse du bien-être de ses collaborateurs.",5.0,Besançon (25),besanon,"[6.000637, 47.243779]",6.000637,47.243779,2020
19714,indeed,2020-03-03,Bonne experience Je recommande bonne equipe et environnement propice au travail,5.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2020
19715,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19717,indeed,2020-02-27,Intérimaire  chez Enedis Bonne entreprise. Seul regret pas d embauche administrative.,5.0,Mauriac (15),mauriac,"[0.321471, 44.847989]",0.321471,44.847989,2020
19719,indeed,2020-02-27,"Belle culture d'entreprise Immersion, transmission de savoir et collaboration. Une entreprise humaine proche de son territoire.",5.0,Nantes (44),nantes,"[-1.555335, 47.239367]",-1.555335,47.239367,2020
19720,indeed,2020-02-26,Déçu Manque de jugement sur personne ne laisse pas de change pour personne qui demande un peu plus d attention (vite envoyé promener),3.0,Tourcoing (59),tourcoing,"[3.157799, 50.720797]",3.157799,50.720797,2020
19721,indeed,2020-02-25,avis le premiere rdv a etait donne rapidement et tous ma etait bien expliquer,5.0,Avignon (84),avignon,"[-1.759717, 48.390709]",-1.759717,48.390709,2020
19722,indeed,2020-02-24,"Agréable Très intéressante, une bonne ambiance de travail, une formation très formateure",5.0,Vannes (56),vannes,"[-2.751489, 47.659779]",-2.751489,47.659779,2020
19724,indeed,2020-02-22,Environnement de travail agréable L'environnement de travail est agréable et les missions sont intéressantes et motivantes.,5.0,Chambéry (73),chambry,"[2.88889, 48.999843]",2.88889,48.999843,2020
19725,indeed,2020-02-19,"Bonne expérience Bonne expérience, enrichissante. Toutefois, répétitivité des tâches à exécuter et sentiment d'être parfois mis de côté.",4.0,Belfort (90),belfort,"[-61.004454, 14.647746]",-61.004454,14.647746,2020
19727,indeed,2020-02-13,"environnement désagréable environnement stressant, aucune satisfaction professionnel, aucun soutien hiérarchique pour des aides au traitement de dossier, formation insuffisante pour le travail demandé",2.0,Périgueux (24),prigueux,"[0.711255, 45.193338]",0.711255,45.193338,2020
